COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Russia,1,Sought Friends,0,Belief,1,52,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,1,No Belief,1,33,Female,Elementary or less,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,Belief,6,72,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,61,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,52,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,42,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,58,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,23,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,1,21,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,42,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,5,26,Male,Tertiary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,0,Sought Friends,1,Belief,4,19,Female,Secondary,Living Comfortably,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,5,61,Female,Tertiary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,1,Did Not seek Friends,1,Belief,6,44,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,No Belief,2,40,Male,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,22,Female,Tertiary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,1,Sought Friends,0,Belief,4,32,Female,Tertiary,Difficult to Get By,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Did Not seek Friends,1,Belief,2,27,Male,Tertiary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,6,36,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,4,25,Female,Tertiary,Living Comfortably,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Did Not seek Friends,1,Belief,4,50,Male,Elementary or less,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,1,Did Not seek Friends,1,Belief,5,33,Female,Tertiary,Getting By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,0,Sought Friends,1,Belief,1,19,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,2,58,Male,Secondary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,74,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,30,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,36,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,18,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,6,35,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,4,46,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,48,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,29,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,100,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Did Not seek Friends,0,Belief,1,48,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,24,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,2,22,Female,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Russia,0,Sought Friends,0,Belief,5,37,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,39,Female,Elementary or less,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,2,37,Male,Tertiary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,18,Male,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,6,54,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,37,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,0,Belief,1,27,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,Belief,1,20,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,1,40,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,1,20,Female,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,67,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,30,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,2,40,Male,Secondary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,68,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,0,No Belief,1,64,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,1,65,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Did Not seek Friends,0,Belief,5,36,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,1,Sought Friends,1,No Belief,1,22,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,31,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,0,No Belief,6,69,Female,Elementary or less,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,0,Belief,1,30,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,6,50,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,Belief,1,50,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,6,59,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,5,41,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,1,Did Not seek Friends,0,Belief,1,46,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,No Belief,6,34,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,18,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,0,No Belief,6,71,Male,Tertiary,No Answer,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,No Belief,3,60,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,5,42,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,5,57,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,6,23,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,33,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,52,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,47,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,5,38,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,44,Male,Elementary or less,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,24,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,6,41,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,53,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,5,27,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,1,45,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,6,37,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,Belief,1,24,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,5,75,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,59,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,0,No Belief,6,15,Female,Elementary or less,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,67,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,5,25,Male,Tertiary,Getting By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,1,Did Not seek Friends,0,Belief,2,47,Female,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Russia,0,Did Not seek Friends,0,Belief,6,51,Male,Elementary or less,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,33,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,40,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,34,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,27,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,30,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,25,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,2,21,Male,Secondary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,1,37,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,Belief,1,42,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,0,Belief,2,39,Female,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Russia,0,Sought Friends,0,No Belief,6,65,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,24,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,19,Female,Secondary,Living Comfortably,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,35,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,6,73,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,No Belief,2,46,Male,Tertiary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,1,34,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,No Belief,1,32,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,36,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,35,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,4,57,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,41,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,44,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,No Belief,3,45,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,69,Female,Tertiary,Not Sure,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,32,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,31,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,1,45,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,1,39,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,39,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,62,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,33,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,6,49,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,66,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,22,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,21,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,42,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,1,36,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,4,22,Male,Secondary,Living Comfortably,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,27,Male,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,3,22,Female,Tertiary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,0,Sought Friends,0,No Belief,2,24,Male,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,48,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,39,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,1,Belief,5,20,Female,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,0,Sought Friends,0,No Belief,6,64,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,42,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,0,No Belief,1,36,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,No Belief,2,37,Male,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,6,67,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,Belief,1,46,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,4,30,Male,Tertiary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,0,Belief,4,35,Male,Elementary or less,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,6,56,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,3,32,Female,Tertiary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,0,Sought Friends,0,Belief,1,60,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,5,25,Male,Tertiary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,4,28,Male,Tertiary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,1,Sought Friends,0,Belief,1,29,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,No Belief,4,48,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,62,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,1,39,Male,Elementary or less,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,6,70,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Did Not seek Friends,0,No Belief,3,31,Female,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,29,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,1,Belief,4,35,Female,Tertiary,Getting By,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Sought Friends,1,No Belief,1,45,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,0,Belief,1,18,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,2,39,Male,Secondary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,32,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,6,23,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,0,No Belief,6,39,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,1,Belief,3,29,Male,Tertiary,Getting By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,0,Sought Friends,1,No Belief,5,48,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,37,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,67,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,43,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,0,Belief,1,47,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,0,No Belief,6,59,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,No Belief,6,31,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,4,65,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,1,32,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,1,39,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,1,22,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,31,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,No Belief,1,37,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Did Not seek Friends,0,No Belief,3,36,Female,Tertiary,Getting By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,0,Sought Friends,1,Belief,1,51,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,37,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,4,34,Male,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,1,45,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,Belief,1,27,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,46,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,5,30,Female,Tertiary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,0,No Belief,4,49,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,44,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,66,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Did Not seek Friends,1,Belief,3,19,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,0,Sought Friends,0,No Belief,4,44,Male,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,70,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,49,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,4,62,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Sought Friends,1,No Belief,1,45,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,6,58,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,1,35,Male,Elementary or less,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Did Not seek Friends,0,No Belief,6,55,Male,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,0,No Belief,4,45,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,33,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,0,Belief,1,58,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,0,No Belief,3,75,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,1,Sought Friends,1,No Belief,6,93,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,0,No Belief,6,73,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,0,Belief,2,32,Male,Tertiary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,6,34,Male,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Did Not seek Friends,1,No Belief,6,59,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,0,Belief,2,20,Female,Secondary,Getting By,Upper-middle Income,Self Employed,Sought Therapy
Russia,1,Sought Friends,1,Belief,6,80,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,1,Belief,1,28,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,28,Female,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,3,31,Male,Tertiary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
